sub_name,id:ID,:LABEL
北京宣武区220kV电站,gs167,GIS;SUBS
万盛区110kV站,gs168,GIS;SUBS
彭水苗族土家族自治县10kV变电站,gs169,GIS;SUBS
丰都县10kV电站,gs170,GIS;SUBS
山土家族苗族自治县10kV变电站,gs171,GIS;SUBS
忠县110kV变电站,gs172,GIS;SUBS
九龙坡区220kV电站,gs173,GIS;SUBS
涪陵区10kV变电站,gs174,GIS;SUBS
阳土家族苗族自治县220kV变电站,gs175,GIS;SUBS
丰都县110kV变电站,gs176,GIS;SUBS
南川区綦江县35kV变电站,gs177,GIS;SUBS
武隆县110kV变电站,gs178,GIS;SUBS
武隆县35kV站,gs179,GIS;SUBS
大足县35kV电站,gs180,GIS;SUBS
北京西城区35kV电站,gs181,GIS;SUBS
大足县6kV变电站,gs182,GIS;SUBS
阳土家族苗族自治县220kV电站,gs183,GIS;SUBS
璧山县10kV变电站,gs184,GIS;SUBS
合川区35kV站,gs185,GIS;SUBS
铜梁县35kV变电站,gs186,GIS;SUBS
永川区6kV变电站,gs187,GIS;SUBS
武隆县35kV站,gs188,GIS;SUBS
合川区35kV电站,gs189,GIS;SUBS
巴南区220kV变电站,gs190,GIS;SUBS
北京延庆县6kV变电站,gs191,GIS;SUBS
柱土家族自治县10kV电站,gs192,GIS;SUBS
渝中区35kV变电站,gs193,GIS;SUBS
彭水苗族土家族自治县220kV站,gs194,GIS;SUBS
双桥区220kV电站,gs195,GIS;SUBS
奉节县6kV电站,gs196,GIS;SUBS
奉节县110kV电站,gs197,GIS;SUBS
永川区6kV电站,gs198,GIS;SUBS
永川区110kV电站,gs199,GIS;SUBS
北京顺义区110kV站,gs200,GIS;SUBS
万盛区10kV电站,gs201,GIS;SUBS
永川区10kV电站,gs202,GIS;SUBS
阳土家族苗族自治县110kV站,gs203,GIS;SUBS
万盛区10kV电站,gs204,GIS;SUBS
北京昌平区110kV电站,gs205,GIS;SUBS
荣昌县6kV变电站,gs206,GIS;SUBS
北京崇文区35kV站,gs207,GIS;SUBS
大渡口区6kV站,gs208,GIS;SUBS
北京海淀区6kV变电站,gs209,GIS;SUBS
北京崇文区10kV电站,gs210,GIS;SUBS
南岸区10kV站,gs211,GIS;SUBS
北京宣武区10kV电站,gs212,GIS;SUBS
巫溪县6kV变电站,gs213,GIS;SUBS
北京延庆县110kV电站,gs214,GIS;SUBS
南岸区220kV电站,gs215,GIS;SUBS
北京平谷区10kV变电站,gs216,GIS;SUBS
九龙坡区10kV电站,gs217,GIS;SUBS
九龙坡区10kV电站,gs218,GIS;SUBS
沙坪坝区6kV变电站,gs219,GIS;SUBS
北京丰台区110kV变电站,gs220,GIS;SUBS
北碚区6kV电站,gs221,GIS;SUBS
大足县6kV变电站,gs222,GIS;SUBS
北京丰台区110kV站,gs223,GIS;SUBS
南川区綦江县110kV站,gs224,GIS;SUBS
荣昌县10kV变电站,gs225,GIS;SUBS
巴南区220kV变电站,gs226,GIS;SUBS
彭水苗族土家族自治县220kV变电站,gs227,GIS;SUBS
江北区35kV电站,gs228,GIS;SUBS
潼南县6kV站,gs229,GIS;SUBS
北京朝阳区6kV电站,gs230,GIS;SUBS
九龙坡区110kV电站,gs231,GIS;SUBS
万盛区35kV站,gs232,GIS;SUBS
巴南区10kV站,gs233,GIS;SUBS
渝北区220kV变电站,gs234,GIS;SUBS
梁平县35kV电站,gs235,GIS;SUBS
武隆县220kV电站,gs236,GIS;SUBS
北京顺义区35kV电站,gs237,GIS;SUBS
北京西城区220kV电站,gs238,GIS;SUBS
合川区10kV电站,gs239,GIS;SUBS
北碚区110kV变电站,gs240,GIS;SUBS
北京怀柔区110kV站,gs241,GIS;SUBS
南川区綦江县110kV电站,gs242,GIS;SUBS
潼南县6kV电站,gs243,GIS;SUBS
永川区110kV电站,gs244,GIS;SUBS
巫溪县110kV电站,gs245,GIS;SUBS
北京朝阳区10kV电站,gs246,GIS;SUBS
山土家族苗族自治县10kV电站,gs247,GIS;SUBS
巴南区220kV站,gs248,GIS;SUBS
北京昌平区10kV电站,gs249,GIS;SUBS
