:START_ID,:END_ID,:TYPE
gl199,gt564,connect
gl0,gt565,connect
gl916,gt566,connect
gl1349,gt567,connect
gl1295,gt568,connect
gl1164,gt569,connect
gl883,gt570,connect
gl1352,gt571,connect
gl1396,gt572,connect
gl673,gt573,connect
gl277,gt574,connect
gl313,gt575,connect
gl119,gt576,connect
gl1252,gt577,connect
gl461,gt578,connect
gl553,gt579,connect
gl1323,gt580,connect
gl1461,gt581,connect
gl1308,gt582,connect
gl1218,gt583,connect
gl1206,gt584,connect
gl893,gt585,connect
gl1390,gt586,connect
gl1451,gt587,connect
gl53,gt588,connect
gl1022,gt589,connect
gl81,gt590,connect
gl525,gt591,connect
gl50,gt592,connect
gl480,gt593,connect
gl941,gt594,connect
gl1228,gt595,connect
gl344,gt596,connect
gl724,gt597,connect
gl1006,gt598,connect
gl1426,gt599,connect
gl951,gt600,connect
gl1499,gt601,connect
gl1451,gt602,connect
gl1186,gt603,connect
gl841,gt604,connect
gl953,gt605,connect
gl843,gt606,connect
gl555,gt607,connect
gl1222,gt608,connect
gl59,gt609,connect
gl560,gt610,connect
gl214,gt611,connect
gl1031,gt612,connect
gl391,gt613,connect
gl135,gt614,connect
gl886,gt615,connect
gl1276,gt616,connect
gl1461,gt617,connect
gl1493,gt618,connect
gl53,gt619,connect
gl500,gt620,connect
gl727,gt621,connect
gl833,gt622,connect
gl530,gt623,connect
gl243,gt624,connect
gl1362,gt625,connect
gl829,gt626,connect
gl585,gt627,connect
gl428,gt628,connect
gl704,gt629,connect
gl1394,gt630,connect
gl425,gt631,connect
gl649,gt632,connect
gl607,gt633,connect
gl1192,gt634,connect
gl1121,gt635,connect
gl837,gt636,connect
gl95,gt637,connect
gl1251,gt638,connect
gl730,gt639,connect
gl1345,gt640,connect
gl383,gt641,connect
gl47,gt642,connect
gl1238,gt643,connect
gl1398,gt644,connect
gl1067,gt645,connect
gl218,gt646,connect
gl1111,gt647,connect
gl553,gt648,connect
gl736,gt649,connect
gl397,gt650,connect
gl190,gt651,connect
gl1005,gt652,connect
gl911,gt653,connect
gl1215,gt654,connect
gl1055,gt655,connect
gl199,gt656,connect
gl949,gt657,connect
gl1300,gt658,connect
gl23,gt659,connect
gl1192,gt660,connect
gl505,gt661,connect
gl466,gt662,connect
gl1054,gt663,connect
gl465,gt664,connect
gl80,gt665,connect
gl818,gt666,connect
gl1067,gt667,connect
gl984,gt668,connect
gl353,gt669,connect
gl1389,gt670,connect
gl887,gt671,connect
gl296,gt672,connect
gl763,gt673,connect
gl1309,gt674,connect
gl324,gt675,connect
gl1234,gt676,connect
gl698,gt677,connect
gl913,gt678,connect
gl402,gt679,connect
gl1252,gt680,connect
gl1365,gt681,connect
gl1210,gt682,connect
gl97,gt683,connect
gl1342,gt684,connect
gl999,gt685,connect
gl504,gt686,connect
gl1179,gt687,connect
gl741,gt688,connect
gl1005,gt689,connect
gl609,gt690,connect
gl524,gt691,connect
gl1021,gt692,connect
gl268,gt693,connect
gl71,gt694,connect
gl948,gt695,connect
gl692,gt696,connect
gl903,gt697,connect
gl599,gt698,connect
gl1205,gt699,connect
gl648,gt700,connect
gl778,gt701,connect
gl1104,gt702,connect
gl572,gt703,connect
gl276,gt704,connect
gl1262,gt705,connect
gl1416,gt706,connect
gl313,gt707,connect
gl1456,gt708,connect
gl122,gt709,connect
gl260,gt710,connect
gl721,gt711,connect
gl1179,gt712,connect
gl609,gt713,connect
gl1321,gt714,connect
gl535,gt715,connect
gl334,gt716,connect
gl1116,gt717,connect
gl184,gt718,connect
gl186,gt719,connect
gl1106,gt720,connect
gl1173,gt721,connect
gl1077,gt722,connect
gl1307,gt723,connect
gl448,gt724,connect
gl1227,gt725,connect
gl1497,gt726,connect
gl1038,gt727,connect
gl1307,gt728,connect
gl1479,gt729,connect
gl1329,gt730,connect
gl653,gt731,connect
gl618,gt732,connect
gl825,gt733,connect
gl700,gt734,connect
gl299,gt735,connect
gl228,gt736,connect
gl826,gt737,connect
gl160,gt738,connect
gl256,gt739,connect
gl1236,gt740,connect
gl281,gt741,connect
gl1494,gt742,connect
gl1195,gt743,connect
gl1224,gt744,connect
gl628,gt745,connect
gl1326,gt746,connect
gl239,gt747,connect
gl888,gt748,connect
gl710,gt749,connect
gl1446,gt750,connect
gl723,gt751,connect
gl1220,gt752,connect
gl1050,gt753,connect
gl695,gt754,connect
gl557,gt755,connect
gl1291,gt756,connect
gl34,gt757,connect
gl1022,gt758,connect
gl611,gt759,connect
gl658,gt760,connect
gl1452,gt761,connect
gl681,gt762,connect
gl1367,gt763,connect
gl2,gt764,connect
gl206,gt765,connect
gl846,gt766,connect
gl735,gt767,connect
gl406,gt768,connect
gl1178,gt769,connect
gl423,gt770,connect
gl959,gt771,connect
gl684,gt772,connect
gl718,gt773,connect
gl80,gt774,connect
gl377,gt775,connect
gl1405,gt776,connect
gl1288,gt777,connect
gl762,gt778,connect
gl1442,gt779,connect
gl32,gt780,connect
gl1199,gt781,connect
gl335,gt782,connect
gl976,gt783,connect
gl348,gt784,connect
gl342,gt785,connect
gl373,gt786,connect
gl1074,gt787,connect
gl1253,gt788,connect
gl977,gt789,connect
gl470,gt790,connect
gl1324,gt791,connect
gl942,gt792,connect
gl20,gt793,connect
gl306,gt794,connect
gl841,gt795,connect
gl405,gt796,connect
gl702,gt797,connect
gl259,gt798,connect
gl1153,gt799,connect
gl861,gt800,connect
gl421,gt801,connect
gl160,gt802,connect
gl1027,gt803,connect
gl338,gt804,connect
gl81,gt805,connect
gl686,gt806,connect
gl534,gt807,connect
gl920,gt808,connect
gl425,gt809,connect
gl1435,gt810,connect
gl1378,gt811,connect
gl766,gt812,connect
gl1242,gt813,connect
gl42,gt814,connect
gl570,gt815,connect
gl549,gt816,connect
gl1236,gt817,connect
gl122,gt818,connect
gl145,gt819,connect
gl1140,gt820,connect
gl1382,gt821,connect
gl153,gt822,connect
gl101,gt823,connect
gl1331,gt824,connect
gl166,gt825,connect
gl447,gt826,connect
gl543,gt827,connect
gl1159,gt828,connect
gl544,gt829,connect
gl1175,gt830,connect
gl1118,gt831,connect
gl1373,gt832,connect
gl316,gt833,connect
gl997,gt834,connect
gl1161,gt835,connect
gl1183,gt836,connect
gl791,gt837,connect
gl1355,gt838,connect
gl1173,gt839,connect
gl1171,gt840,connect
gl1107,gt841,connect
gl16,gt842,connect
gl1165,gt843,connect
gl294,gt844,connect
gl781,gt845,connect
gl1131,gt846,connect
gl507,gt847,connect
gl275,gt848,connect
gl73,gt849,connect
gl154,gt850,connect
gl989,gt851,connect
gl802,gt852,connect
gl870,gt853,connect
gl1361,gt854,connect
gl641,gt855,connect
gl131,gt856,connect
gl185,gt857,connect
gl895,gt858,connect
gl320,gt859,connect
gl86,gt860,connect
gl943,gt861,connect
gl597,gt862,connect
gl761,gt863,connect
gl995,gt864,connect
gl1251,gt865,connect
gl471,gt866,connect
gl1115,gt867,connect
gl331,gt868,connect
gl312,gt869,connect
gl855,gt870,connect
gl1442,gt871,connect
gl1224,gt872,connect
gl1384,gt873,connect
gl219,gt874,connect
gl505,gt875,connect
gl606,gt876,connect
gl769,gt877,connect
gl1453,gt878,connect
gl1005,gt879,connect
gl245,gt880,connect
gl615,gt881,connect
gl590,gt882,connect
gl451,gt883,connect
gl285,gt884,connect
gl204,gt885,connect
gl790,gt886,connect
gl542,gt887,connect
gl1218,gt888,connect
gl39,gt889,connect
gl1477,gt890,connect
gl747,gt891,connect
gl931,gt892,connect
gl1263,gt893,connect
gl422,gt894,connect
gl1016,gt895,connect
gl936,gt896,connect
gl1347,gt897,connect
gl520,gt898,connect
gl261,gt899,connect
gl239,gt900,connect
gl978,gt901,connect
gl754,gt902,connect
gl1468,gt903,connect
gl153,gt904,connect
gl1309,gt905,connect
gl1328,gt906,connect
gl659,gt907,connect
gl236,gt908,connect
gl184,gt909,connect
gl642,gt910,connect
gl743,gt911,connect
gl780,gt912,connect
gl189,gt913,connect
gl813,gt914,connect
gl1087,gt915,connect
gl248,gt916,connect
gl450,gt917,connect
gl105,gt918,connect
gl317,gt919,connect
gl354,gt920,connect
gl301,gt921,connect
gl277,gt922,connect
gl978,gt923,connect
gl407,gt924,connect
gl724,gt925,connect
gl1071,gt926,connect
gl374,gt927,connect
gl357,gt928,connect
gl986,gt929,connect
gl860,gt930,connect
gl971,gt931,connect
gl919,gt932,connect
gl1276,gt933,connect
gl1416,gt934,connect
gl1070,gt935,connect
gl609,gt936,connect
gl1061,gt937,connect
gl552,gt938,connect
gl621,gt939,connect
gl783,gt940,connect
gl806,gt941,connect
gl606,gt942,connect
gl35,gt943,connect
gl1278,gt944,connect
gl1312,gt945,connect
gl1258,gt946,connect
gl1433,gt947,connect
gl525,gt948,connect
gl1274,gt949,connect
gl146,gt950,connect
gl672,gt951,connect
gl163,gt952,connect
gl533,gt953,connect
gl348,gt954,connect
gl852,gt955,connect
gl767,gt956,connect
gl1112,gt957,connect
gl915,gt958,connect
gl1249,gt959,connect
gl1382,gt960,connect
gl987,gt961,connect
gl614,gt962,connect
gl127,gt963,connect
gl1046,gt964,connect
gl521,gt965,connect
gl278,gt966,connect
gl176,gt967,connect
gl485,gt968,connect
gl437,gt969,connect
gl622,gt970,connect
gl836,gt971,connect
gl1393,gt972,connect
gl1234,gt973,connect
gl878,gt974,connect
gl933,gt975,connect
gl829,gt976,connect
gl992,gt977,connect
gl58,gt978,connect
gl1141,gt979,connect
gl1224,gt980,connect
gl213,gt981,connect
gl57,gt982,connect
gl1367,gt983,connect
gl220,gt984,connect
gl1064,gt985,connect
gl812,gt986,connect
gl684,gt987,connect
gl349,gt988,connect
gl309,gt989,connect
gl648,gt990,connect
gl1060,gt991,connect
gl1476,gt992,connect
gl664,gt993,connect
gl1234,gt994,connect
gl104,gt995,connect
gl187,gt996,connect
gl1238,gt997,connect
gl676,gt998,connect
gl43,gt999,connect
gl1368,gt1000,connect
gl1131,gt1001,connect
gl550,gt1002,connect
gl183,gt1003,connect
gl1411,gt1004,connect
gl519,gt1005,connect
gl610,gt1006,connect
gl555,gt1007,connect
gl282,gt1008,connect
gl44,gt1009,connect
gl272,gt1010,connect
gl1103,gt1011,connect
gl1132,gt1012,connect
gl1343,gt1013,connect
gl1078,gt1014,connect
gl380,gt1015,connect
gl226,gt1016,connect
gl1057,gt1017,connect
gl1159,gt1018,connect
gl1219,gt1019,connect
gl1397,gt1020,connect
gl485,gt1021,connect
gl491,gt1022,connect
gl656,gt1023,connect
gl510,gt1024,connect
gl1234,gt1025,connect
gl749,gt1026,connect
gl1374,gt1027,connect
gl968,gt1028,connect
gl558,gt1029,connect
gl690,gt1030,connect
gl903,gt1031,connect
gl1468,gt1032,connect
gl1180,gt1033,connect
gl1217,gt1034,connect
gl360,gt1035,connect
gl818,gt1036,connect
gl944,gt1037,connect
gl469,gt1038,connect
gl59,gt1039,connect
gl995,gt1040,connect
gl26,gt1041,connect
gl359,gt1042,connect
gl939,gt1043,connect
gl271,gt1044,connect
gl540,gt1045,connect
gl716,gt1046,connect
gl988,gt1047,connect
gl1026,gt1048,connect
gl1203,gt1049,connect
gl1108,gt1050,connect
gl28,gt1051,connect
gl44,gt1052,connect
gl1223,gt1053,connect
gl192,gt1054,connect
gl674,gt1055,connect
gl672,gt1056,connect
gl478,gt1057,connect
gl508,gt1058,connect
gl536,gt1059,connect
gl381,gt1060,connect
gl1351,gt1061,connect
gl134,gt1062,connect
gl1492,gt1063,connect
gl174,gt1064,connect
gl1301,gt1065,connect
gl604,gt1066,connect
gl423,gt1067,connect
gl211,gt1068,connect
gl477,gt1069,connect
gl543,gt1070,connect
gl1346,gt1071,connect
gl872,gt1072,connect
gl1444,gt1073,connect
gl484,gt1074,connect
gl1402,gt1075,connect
gl172,gt1076,connect
gl1335,gt1077,connect
gl919,gt1078,connect
gl1149,gt1079,connect
gl1124,gt1080,connect
gl18,gt1081,connect
gl346,gt1082,connect
gl952,gt1083,connect
gl89,gt1084,connect
gl221,gt1085,connect
gl1133,gt1086,connect
gl244,gt1087,connect
gl1410,gt1088,connect
gl101,gt1089,connect
gl670,gt1090,connect
gl996,gt1091,connect
gl97,gt1092,connect
gl950,gt1093,connect
gl705,gt1094,connect
gl1367,gt1095,connect
gl309,gt1096,connect
gl926,gt1097,connect
gl206,gt1098,connect
gl783,gt1099,connect
gl370,gt1100,connect
gl994,gt1101,connect
gl689,gt1102,connect
gl364,gt1103,connect
gl52,gt1104,connect
gl280,gt1105,connect
gl992,gt1106,connect
gl76,gt1107,connect
gl956,gt1108,connect
gl78,gt1109,connect
gl1411,gt1110,connect
gl60,gt1111,connect
gl725,gt1112,connect
gl1088,gt1113,connect
gl1044,gt1114,connect
gl786,gt1115,connect
gl1400,gt1116,connect
gl1481,gt1117,connect
gl536,gt1118,connect
gl782,gt1119,connect
gl968,gt1120,connect
gl1084,gt1121,connect
gl1033,gt1122,connect
gl622,gt1123,connect
gl1275,gt1124,connect
gl1377,gt1125,connect
gl1195,gt1126,connect
gl1376,gt1127,connect
gl236,gt1128,connect
gl1192,gt1129,connect
gl1321,gt1130,connect
gl568,gt1131,connect
gl983,gt1132,connect
gl859,gt1133,connect
gl1131,gt1134,connect
gl775,gt1135,connect
gl684,gt1136,connect
gl868,gt1137,connect
gl50,gt1138,connect
gl116,gt1139,connect
gl1153,gt1140,connect
gl1074,gt1141,connect
gl359,gt1142,connect
gl1022,gt1143,connect
gl704,gt1144,connect
gl1212,gt1145,connect
gl274,gt1146,connect
gl510,gt1147,connect
gl271,gt1148,connect
gl138,gt1149,connect
gl1272,gt1150,connect
gl1397,gt1151,connect
gl44,gt1152,connect
gl1397,gt1153,connect
gl714,gt1154,connect
gl538,gt1155,connect
gl1333,gt1156,connect
gl1136,gt1157,connect
gl1052,gt1158,connect
gl527,gt1159,connect
gl1492,gt1160,connect
gl1381,gt1161,connect
gl738,gt1162,connect
gl1257,gt1163,connect
gl1116,gt1164,connect
gl881,gt1165,connect
gl625,gt1166,connect
gl1409,gt1167,connect
gl1199,gt1168,connect
gl1425,gt1169,connect
gl54,gt1170,connect
gl1441,gt1171,connect
gl796,gt1172,connect
gl339,gt1173,connect
gl24,gt1174,connect
gl1123,gt1175,connect
gl810,gt1176,connect
gl1426,gt1177,connect
gl1474,gt1178,connect
gl1168,gt1179,connect
gl219,gt1180,connect
gl1135,gt1181,connect
gl366,gt1182,connect
gl688,gt1183,connect
gl685,gt1184,connect
gl1036,gt1185,connect
gl1220,gt1186,connect
gl1471,gt1187,connect
gl299,gt1188,connect
gl1007,gt1189,connect
gl235,gt1190,connect
gl1362,gt1191,connect
gl172,gt1192,connect
gl1446,gt1193,connect
gl1480,gt1194,connect
gl1237,gt1195,connect
gl568,gt1196,connect
gl329,gt1197,connect
gl516,gt1198,connect
gl501,gt1199,connect
gl26,gt1200,connect
gl735,gt1201,connect
gl1223,gt1202,connect
gl877,gt1203,connect
gl1075,gt1204,connect
gl1223,gt1205,connect
gl1316,gt1206,connect
gl926,gt1207,connect
gl249,gt1208,connect
gl1171,gt1209,connect
gl353,gt1210,connect
gl890,gt1211,connect
